顺序,shùn xù,thứ tự,请按顺序排队。,Qǐng àn shùnxù páiduì.,Vui lòng xếp hàng theo thứ tự.
说明,shuō míng,nói rõ,请说明一下原因。,Qǐng shuōmíng yīxià yuányīn.,Xin hãy giải thích lý do.
硕士,shuò shì,thạc sĩ,他是硕士毕业。,Tā shì shuòshì bìyè.,Anh ấy tốt nghiệp thạc sĩ.
死,sǐ,chết,他突然死了。,Tā tūrán sǐ le.,Anh ấy đột nhiên qua đời.
速度,sù dù,tốc độ,请提高速度。,Qǐng tígāo sùdù.,Xin hãy tăng tốc độ.
塑料袋,sù liào dài,túi ni lông,请不要使用塑料袋。,Qǐng bùyào shǐyòng sùliào dài.,Xin đừng sử dụng túi nhựa.
酸,suān,chua,这道菜有点酸。,Zhè dào cài yǒudiǎn suān.,Món này hơi chua.
随便,suí biàn,"tùy tiện, tự nhiên",请随便坐。,Qǐng suíbiàn zuò.,Xin cứ ngồi tự nhiên.
随着,suí zhe,cùng với,随着时间的流逝，他变得成熟了。,"Suízhe shíjiān de liúshì, tā biàn dé chéngshú le.","Theo thời gian trôi qua, anh ấy trở nên chín chắn."
孙子,sūn zi,cháu trai,我有两个孙子。,Wǒ yǒu liǎng gè sūnzi.,Tôi có hai cháu trai.
所有,suǒ yǒu,tất cả,所有的人都来了。,Suǒyǒu de rén dōu lái le.,Mọi người đều đã đến.
台,tái,"cái, chiếc",他站在台上。,Tā zhàn zài tái shàng.,Anh ấy đứng trên sân khấu.
抬,tái,ngẩng,请抬一下这个箱子。,Qǐng tái yīxià zhège xiāngzi.,Xin hãy nâng cái hộp này lên một chút.
态度,tài dù,thái độ,他的态度很不好。,Tā de tàidù hěn bù hǎo.,Thái độ của anh ấy rất tệ.
谈,tán,nói chuyện,我们谈了很多事情。,Wǒmen tán le hěn duō shìqíng.,Chúng tôi đã nói về rất nhiều chuyện.
弹钢琴,tán gāng qín,chơi piano,她会弹钢琴。,Tā huì tán gāngqín.,Cô ấy biết chơi piano.
汤,tāng,canh,我喜欢喝鸡汤。,Wǒ xǐhuān hē jītāng.,Tôi thích uống súp gà.
糖,táng,đường,我不喜欢吃太多糖。,Wǒ bù xǐhuān chī tài duō táng.,Tôi không thích ăn quá nhiều đường.
躺,tǎng,nằm,我喜欢躺在沙发上看书。,Wǒ xǐhuān tǎng zài shāfā shàng kàn shū.,Tôi thích nằm trên ghế sofa đọc sách.
趟,tàng,chuyến,我刚刚去了一趟商店。,Wǒ gānggāng qù le yī tàng shāngdiàn.,Tôi vừa đi một chuyến đến cửa hàng.
讨论,tǎo lùn,thảo luận,我们在会议上讨论了这个问题。,Wǒmen zài huìyì shàng tǎolùn le zhège wèntí.,Chúng tôi đã thảo luận về vấn đề này trong cuộc họp.
讨厌,tǎo yàn,ghét,我讨厌吃苦瓜。,Wǒ tǎoyàn chī kǔguā.,Tôi ghét ăn mướp đắng.
特点,tè diǎn,đặc điểm,这个产品的特点是什么？,Zhège chǎnpǐn de tèdiǎn shì shénme?,Đặc điểm của sản phẩm này là gì?
提,tí,đề ra,请提一些建议。,Qǐng tí yīxiē jiànyì.,Xin hãy đưa ra một vài gợi ý.
提供,tí gōng,cung cấp,我们提供免费早餐。,Wǒmen tígōng miǎnfèi zǎocān.,Chúng tôi cung cấp bữa sáng miễn phí.
提前,tí qián,trước thời hạn,请提前告诉我。,Qǐng tíqián gàosù wǒ.,Xin hãy cho tôi biết trước.
提醒,tí xǐng,nhắc nhở,他提醒我明天开会。,Tā tíxǐng wǒ míngtiān kāihuì.,Anh ấy nhắc tôi rằng ngày mai họp.
填空,tián kòng,điền trống,请在填空处写上答案。,Qǐng zài tiánkòng chù xiě shàng dá'àn.,Xin hãy điền câu trả lời vào chỗ trống.
条件,tiáo jiàn,điều kiện,这个工作条件很好。,Zhège gōngzuò tiáojiàn hěn hǎo.,Điều kiện công việc này rất tốt.
停,tíng,dừng,请停车。,Qǐng tíng chē.,Xin dừng xe.
挺,tǐng,rất,他挺高的。,Tā tǐng gāo de.,Anh ấy khá cao.
通过,tōng guò,thông qua,我通过了考试。,Wǒ tōngguò le kǎoshì.,Tôi đã qua kỳ thi.
通知,tōng zhī,thông báo,请通知大家明天的会议。,Qǐng tōngzhī dàjiā míngtiān de huìyì.,Xin thông báo với mọi người về cuộc họp ngày mai.
同情,tóng qíng,đồng tình,我们都很同情他。,Wǒmen dōu hěn tóngqíng tā.,Chúng tôi đều rất đồng cảm với anh ấy.
同时,tóng shí,đồng thời,他同时做两份工作。,Tā tóngshí zuò liǎng fèn gōngzuò.,Anh ấy làm hai công việc cùng một lúc.
推,tuī,đẩy,请帮我推一下门。,Qǐng bāng wǒ tuī yīxià mén.,Xin hãy giúp tôi đẩy cửa.
推迟,tuī chí,kéo dài thời gian,会议推迟到明天。,Huìyì tuīchí dào míngtiān.,Cuộc họp bị hoãn đến ngày mai.
脱,tuō,cởi,请脱下你的外套。,Qǐng tuō xià nǐ de wàitào.,Xin cởi áo khoác ra.
袜子,wà zi,tất chân,我需要一双新的袜子。,Wǒ xūyào yī shuāng xīn de wàzi.,Tôi cần một đôi tất mới.
完全,wán quán,hoàn toàn,我完全同意你的看法。,Wǒ wánquán tóngyì nǐ de kànfǎ.,Tôi hoàn toàn đồng ý với quan điểm của bạn.
网球,wǎng qiú,tennis,我喜欢打网球。,Wǒ xǐhuān dǎ wǎngqiú.,Tôi thích chơi tennis.
网站,wǎng zhàn,trang mạng,这个网站很好用。,Zhège wǎngzhàn hěn hǎo yòng.,Trang web này rất hữu ích.
往往,wǎng wǎng,thường (quá khứ),他往往迟到。,Tā wǎngwǎng chídào.,Anh ấy thường xuyên đến muộn.
危险,wēi xiǎn,nguy hiểm,小心，这里很危险。,"Xiǎoxīn, zhèlǐ hěn wēixiǎn.","Cẩn thận, chỗ này rất nguy hiểm."
卫生间,wèi shēng jiān,phòng vệ sinh,卫生间在哪里？,Wèishēngjiān zài nǎlǐ?,Nhà vệ sinh ở đâu?
味道,wèi dào,mùi vị,这个菜的味道很好。,Zhège cài de wèidào hěn hǎo.,Món này có hương vị rất ngon.
温度,wēn dù,nhiệt độ,今天的温度很高。,Jīntiān de wēndù hěn gāo.,Nhiệt độ hôm nay rất cao.
文章,wén zhāng,bài văn,这篇文章写得很好。,Zhè piān wénzhāng xiě de hěn hǎo.,Bài viết này được viết rất hay.
污染,wū rǎn,ô nhiễm,这里的污染很严重。,Zhèlǐ de wūrǎn hěn yánzhòng.,Ô nhiễm ở đây rất nghiêm trọng.
无,wú,không,他无话可说。,Tā wú huà kě shuō.,Anh ấy không biết nói gì.
无聊,wú liáo,nhàm chán,这本书很无聊。,Zhè běn shū hěn wúliáo.,Cuốn sách này rất nhàm chán.
无论,wú lùn,bất luận,无论天气如何，我们都去。,"Wúlùn tiānqì rúhé, wǒmen dōu qù.","Bất kể thời tiết thế nào, chúng tôi đều đi."
误会,wù huì,hiểu lầm,我误会了他的意思。,Wǒ wùhuì le tā de yìsi.,Tôi đã hiểu lầm ý của anh ấy.
西红柿,xī hóng shì,cà chua,我喜欢吃西红柿。,Wǒ xǐhuān chī xīhóngshì.,Tôi thích ăn cà chua.
吸引,xī yǐn,thu hút,他的表演吸引了很多人。,Tā de biǎoyǎn xīyǐn le hěn duō rén.,Màn biểu diễn của anh ấy thu hút rất nhiều người.
咸,xián,mặn,这个菜有点咸。,Zhège cài yǒudiǎn xián.,Món này hơi mặn.
现金,xiàn jīn,tiền mặt,请用现金付款。,Qǐng yòng xiànjīn fùkuǎn.,Vui lòng thanh toán bằng tiền mặt.
羡慕,xiàn mù,ngưỡng mộ,我羡慕他的生活。,Wǒ xiànmù tā de shēnghuó.,Tôi ngưỡng mộ cuộc sống của anh ấy.
相反,xiāng fǎn,ngược lại,他的意见和我的相反。,Tā de yìjiàn hé wǒ de xiāngfǎn.,Ý kiến của anh ấy trái ngược với của tôi.
相同,xiāng tóng,giống nhau,他们有相同的爱好。,Tāmen yǒu xiāngtóng de àihào.,Họ có cùng sở thích.
香,xiāng,thơm,这朵花很香。,Zhè duǒ huā hěn xiāng.,Bông hoa này rất thơm.
详细,xiáng xì,tỉ mỉ,他给我详细地解释了这个问题。,Tā gěi wǒ xiángxì de jiěshì le zhège wèntí.,Anh ấy giải thích chi tiết vấn đề này cho tôi.
响,xiǎng,kêu,门铃响了。,Ménlíng xiǎng le.,Chuông cửa reo.
橡皮,xiàng pí,cục tẩy,我需要一块橡皮。,Wǒ xūyào yī kuài xiàngpí.,Tôi cần một cục tẩy.
消息,xiāo xi,"thông tin, tin",你听到了什么消息？,Nǐ tīngdào le shénme xiāoxi?,Bạn nghe thấy tin tức gì?
小吃,xiǎo chī,đồ ăn vặt,北京的小吃很有名。,Běijīng de xiǎochī hěn yǒumíng.,Đồ ăn vặt Bắc Kinh rất nổi tiếng.
小伙子,xiǎo huǒ zi,anh chàng,他是一个很勤快的小伙子。,Tā shì yīgè hěn qínkuài de xiǎohuǒzi.,Anh ấy là một chàng trai rất chăm chỉ.
小说,xiǎo shuō,tiểu thuyết,这本小说很有意思。,Zhè běn xiǎoshuō hěn yǒu yìsi.,Cuốn tiểu thuyết này rất thú vị.
笑话,xiào huà,truyện cười,你的笑话很好笑。,Nǐ de xiàohuà hěn hǎo xiào.,Truyện cười của bạn rất buồn cười.
效果,xiào guǒ,hiệu quả,新政策的效果很好。,Xīn zhèngcè de xiàoguǒ hěn hǎo.,Hiệu quả của chính sách mới rất tốt.
心情,xīn qíng,tâm trạng,我的心情很好。,Wǒ de xīnqíng hěn hǎo.,Tâm trạng của tôi rất tốt.
辛苦,xīn kǔ,vất vả,工作很辛苦，但很值得。,"Gōngzuò hěn xīnkǔ, dàn hěn zhídé.",Công việc rất vất vả nhưng rất đáng.
信封,xìn fēng,bức thư,我需要一个信封。,Wǒ xūyào yī gè xìnfēng.,Tôi cần một cái phong bì.
信息,xìn xī,thông tin,我们需要更多的信息。,Wǒmen xūyào gèng duō de xìnxī.,Chúng tôi cần thêm thông tin.
信心,xìn xīn,niềm tin,我对自己有信心。,Wǒ duì zìjǐ yǒu xìnxīn.,Tôi có tự tin vào bản thân.
兴奋,xīng fèn,"hưng phấn, hứng khởi",见到你，我很兴奋。,"jiàn dào nǐ, wǒ hěn xīngfèn.",Tôi rất phấn khích khi gặp bạn.
行,xíng,được,"这条路,行吗？","Zhè tiáo lù, xíng ma?",Con đường này được không?
醒,xǐng,tỉnh,他醒了。,Tā xǐng le.,Anh ấy đã tỉnh dậy.
幸福,xìng fú,hạnh phúc,我们过得很幸福。,Wǒmen guò de hěn xìngfú.,Chúng tôi sống rất hạnh phúc.
性别,xìng bié,giới tính,请填写你的性别。,Qǐng tiánxiě nǐ de xìngbié.,Vui lòng điền giới tính của bạn.
性格,xìng gé,tính cách,他的性格很开朗。,Tā de xìnggé hěn kāilǎng.,Tính cách của anh ấy rất cởi mở.
修理,xiū lǐ,sửa chữa,他在修理自行车。,Tā zài xiūlǐ zìxíngchē.,Anh ấy đang sửa xe đạp.
许多,xǔ duō,rất nhiều,学校有许多学生。,Xuéxiào yǒu xǔduō xuéshēng.,Trường có nhiều học sinh.
学期,xué qī,học kì,这个学期很忙。,Zhège xuéqī hěn máng.,Học kỳ này rất bận.
压力,yā lì,áp lực,我的压力很大。,Wǒ de yālì hěn dà.,Tôi có nhiều áp lực.
呀,yā,a,他呀，真是个好人。,"Tā ya, zhēn shì gè hǎo rén.","Anh ấy, thật sự là một người tốt."
牙膏,yá gāo,kem đánh răng,我需要买牙膏。,Wǒ xūyào mǎi yágāo.,Tôi cần mua kem đánh răng.
亚洲,yà zhōu,châu Á,亚洲的文化很丰富。,Yàzhōu de wénhuà hěn fēngfù.,Văn hóa châu Á rất phong phú.
严格,yán gé,nghiêm khắc,他对自己很严格。,Tā duì zìjǐ hěn yángé.,Anh ấy rất nghiêm khắc với bản thân.
严重,yán zhòng,nghiêm trọng,这个问题很严重。,Zhège wèntí hěn yánzhòng.,Vấn đề này rất nghiêm trọng.
研究,yán jiū,nghiên cứu,他在研究新技术。,Tā zài yánjiū xīn jìshù.,Anh ấy đang nghiên cứu công nghệ mới.
盐,yán,muối,我们需要加点盐。,Wǒmen xūyào jiā diǎn yán.,Chúng ta cần thêm một chút muối.
眼镜,yǎn jìng,kính mắt,我需要戴眼镜。,Wǒ xūyào dài yǎnjìng.,Tôi cần đeo kính.
演出,yǎn chū,buổi diễn,他们正在准备演出。,Tāmen zhèngzài zhǔnbèi yǎnchū.,Họ đang chuẩn bị biểu diễn.
演员,yǎn yuán,diễn viên,他是一名演员。,Tā shì yī míng yǎnyuán.,Anh ấy là một diễn viên.
阳光,yáng guāng,ánh nắng,今天阳光明媚。,Jīntiān yángguāng míngmèi.,Hôm nay nắng đẹp.
养成,yǎng chéng,"nuôi dưỡng, hình thành",这种习惯需要时间养成。,Zhè zhǒng xíguàn xūyào shíjiān yǎngchéng.,Thói quen này cần thời gian để hình thành.
样子,yàng zi,"kiểu dáng, dáng vẻ",这件衣服的样子很好看。,Zhè jiàn yīfú de yàngzi hěn hǎokàn.,kiểu dáng của quần áo này rất đẹp.
邀请,yāo qǐng,mời,我们邀请了很多朋友。,Wǒmen yāoqǐng le hěn duō péngyǒu.,Chúng tôi mời rất nhiều bạn bè.
要是,yào shì,nếu,要是你有时间，我们一起去吧。,"Yàoshì nǐ yǒu shíjiān, wǒmen yīqǐ qù ba.","Nếu bạn có thời gian, chúng ta cùng đi nhé."
钥匙,yào shi,chìa khóa,我找不到我的钥匙了。,Wǒ zhǎo bù dào wǒ de yàoshi le.,Tôi không tìm thấy chìa khóa của mình.
也许,yě xǔ,có lẽ,也许明天会下雨。,Yěxǔ míngtiān huì xià yǔ.,Có lẽ ngày mai sẽ mưa.
叶子,yè zi,chiếc lá,树上的叶子变黄了。,Shù shàng de yèzi biàn huáng le.,Lá trên cây đã chuyển sang màu vàng.
页,yè,trang mạng,请翻到下一页。,Qǐng fān dào xià yī yè.,Vui lòng lật sang trang tiếp theo.
一切,yī qiè,tất cả,一切都会好的。,Yīqiè dōu huì hǎo de.,Mọi thứ sẽ ổn thôi.
以,yǐ,"lấy, với",以他的能力，他能做到。,"Yǐ tā de nénglì, tā néng zuò dào.","Với khả năng của anh ấy, anh ấy có thể làm được."
以为,yǐ wéi,tưởng rằng,我以为他已经走了。,Wǒ yǐwéi tā yǐjīng zǒu le.,Tôi tưởng rằng anh ấy đã đi rồi.
艺术,yì shù,nghệ thuật,他对艺术很有兴趣。,Tā duì yìshù hěn yǒu xìngqù.,Anh ấy rất hứng thú với nghệ thuật.
意见,yì jiàn,ý kiến,我有一些不同的意见。,Wǒ yǒu yīxiē bùtóng de yìjiàn.,Tôi có một vài ý kiến khác nhau.
因此,yīn cǐ,cho nên,因此，我们需要改变计划。,"Yīncǐ, wǒmen xūyào gǎibiàn jìhuà.","Vì vậy, chúng ta cần thay đổi kế hoạch."
引起,yǐn qǐ,"dẫn đến, gây ra",他的演讲引起了大家的兴趣。,Tā de yǎnjiǎng yǐnqǐ le dàjiā de xìngqù.,Bài diễn thuyết của anh ấy đã thu hút sự quan tâm của mọi người.
印象,yìn xiàng,ấn tượng,我对他的印象很好。,Wǒ duì tā de yìnxiàng hěn hǎo.,Ấn tượng của tôi về anh ấy rất tốt.
赢,yíng,thắng,我们赢了比赛。,Wǒmen yíng le bǐsài.,Chúng tôi đã thắng trận đấu.
应聘,yìng pìn,ứng tuyển,我去公司应聘了。,Wǒ qù gōngsī yìngpìn le.,Tôi đã đến công ty để ứng tuyển.
永远,yǒng yuǎn,mãi mãi,我们的友谊永远不会改变。,Wǒmen de yǒuyì yǒngyuǎn bù huì gǎibiàn.,Tình bạn của chúng ta sẽ không bao giờ thay đổi.
勇敢,yǒng gǎn,dũng cảm,他很勇敢地面对困难。,Tā hěn yǒnggǎn de miànduì kùnnán.,Anh ấy rất dũng cảm đối mặt với khó khăn.
优点,yōu diǎn,ưu điểm,他的优点是很认真。,Tā de yōudiǎn shì hěn rènzhēn.,Ưu điểm của anh ấy là rất chăm chỉ.
优秀,yōu xiù,ưu tú,她是一个优秀的学生。,Tā shì yīgè yōuxiù de xuéshēng.,Cô ấy là một học sinh xuất sắc.
幽默,yōu mò,hài hước,他讲笑话很幽默。,Tā jiǎng xiàohuà hěn yōumò.,Anh ấy kể chuyện cười rất hài hước.
尤其,yóu qí,đặc biệt là,我尤其喜欢吃水果。,Wǒ yóuqí xǐhuān chī shuǐguǒ.,Tôi đặc biệt thích ăn trái cây.
由,yóu,do,由他负责这项工作。,Yóu tā fùzé zhè xiàng gōngzuò.,Công việc này do anh ấy phụ trách.
由于,yóu yú,do,由于下雨，我们取消了计划。,"Yóuyú xiàyǔ, wǒmen qǔxiāo le jìhuà.","Do trời mưa, chúng tôi đã hủy bỏ kế hoạch."
邮局,yóu jú,bưu điện,我去邮局寄信。,Wǒ qù yóujú jì xìn.,Tôi đi bưu điện gửi thư.
友好,yǒu hǎo,hữu hảo,他们对我们很友好。,Tāmen duì wǒmen hěn yǒuhǎo.,Họ rất thân thiện với chúng tôi.
友谊,yǒu yì,hữu nghị,友谊是非常珍贵的。,Yǒuyì shì fēicháng zhēnguì de.,Tình bạn rất quý giá.
有趣,yǒu qù,hứng thú,这个故事很有趣。,Zhège gùshì hěn yǒuqù.,Câu chuyện này rất thú vị.
于是,yú shì,thế là,天黑了，于是我们回家了。,"Tiān hēi le, yúshì wǒmen huí jiā le.","Trời tối rồi, nên chúng tôi về nhà."
愉快,yú kuài,vui vẻ,希望你度过一个愉快的假期。,Xīwàng nǐ dùguò yīgè yúkuài de jiàqī.,Hy vọng bạn có một kỳ nghỉ vui vẻ.
与,yǔ,và,他与我一起去旅游。,Tā yǔ wǒ yīqǐ qù lǚyóu.,Anh ấy đi du lịch cùng tôi.
羽毛球,yǔ máo qiú,cầu lông,我喜欢打羽毛球。,Wǒ xǐhuān dǎ yǔmáoqiú.,Tôi thích chơi cầu lông.
语法,yǔ fǎ,ngữ pháp,他的语法很好。,Tā de yǔfǎ hěn hǎo.,Ngữ pháp của anh ấy rất tốt.
语言,yǔ yán,ngôn ngữ,他会说多种语言。,Tā huì shuō duō zhǒng yǔyán.,Anh ấy có thể nói nhiều ngôn ngữ.
预习,yù xí,chuẩn bị trước,请预习明天的课文。,Qǐng yùxí míngtiān de kèwén.,Vui lòng chuẩn bị trước bài học ngày mai.
原来,yuán lái,"hóa ra, vốn, cũ",我原来住在北京。,Wǒ yuánlái zhù zài Běijīng.,Tôi vốn sống ở Bắc Kinh.
原谅,yuán liàng,tha thứ,请原谅我的错误。,Qǐng yuánliàng wǒ de cuòwù.,Xin hãy tha thứ cho lỗi lầm của tôi.
原因,yuán yīn,nguyên nhân,他解释了事情的原因。,Tā jiěshì le shìqíng de yuányīn.,Anh ấy đã giải thích nguyên nhân của sự việc.
约会,yuē huì,"hẹn, cuộc hẹn",明天的约会你来吗？,Míngtiān de yuēhuì nǐ lái ma?,Cuộc hẹn ngày mai bạn đến không?
阅读,yuè dú,đọc hiểu,我每天阅读书籍。,Wǒ měitiān yuèdú shūjí.,Tôi đọc sách hàng ngày.
云,yún,mây,天空中有很多云。,Tiānkōng zhōng yǒu hěn duō yún.,Trên bầu trời có rất nhiều mây.
允许,yǔn xǔ,cho phép,这里不允许吸烟。,Zhèlǐ bù yǔnxǔ xīyān.,Ở đây không được phép hút thuốc.
杂志,zá zhì,tạp chí,他正在看杂志。,Tā zhèngzài kàn zázhì.,Anh ấy đang đọc tạp chí.
咱们,zán men,chúng ta,咱们一起去吧。,Zánmen yīqǐ qù ba.,Chúng ta cùng đi nhé.
暂时,zàn shí,tạm thời,我暂时住在朋友家。,Wǒ zànshí zhù zài péngyǒu jiā.,Tôi tạm thời sống ở nhà bạn.
脏,zāng,bẩn,这件衣服很脏。,Zhè jiàn yīfú hěn zāng.,Bộ quần áo này rất bẩn.
责任,zé rèn,trách nhiệm,你要负责任。,Nǐ yào fù zérèn.,Bạn phải chịu trách nhiệm.
增加,zēng jiā,tăng thêm,我们需要增加预算。,Wǒmen xūyào zēngjiā yùsuàn.,Chúng ta cần tăng ngân sách.
占线,zhàn xiàn,máy bận,电话一直占线。,Diànhuà yīzhí zhànxiàn.,Điện thoại luôn bận.
招聘,zhāo pìn,tuyển dụng,公司正在招聘员工。,Gōngsī zhèngzài zhāopìn yuángōng.,Công ty đang tuyển dụng nhân viên.
照,zhào,"chiếu, chụp",请照一下这张照片。,Qǐng zhào yīxià zhè zhāng zhàopiàn.,Xin hãy chụp bức ảnh này.
真正,zhēn zhèng,thật,他是一个真正的朋友。,Tā shì yīgè zhēnzhèng de péngyǒu.,Anh ấy là một người bạn thực sự.
整理,zhěng lǐ,chỉnh sửa,我需要整理房间。,Wǒ xūyào zhěnglǐ fángjiān.,Tôi cần dọn dẹp phòng.
正常,zhèng cháng,bình thường,一切都很正常。,Yīqiè dōu hěn zhèngcháng.,Mọi thứ đều rất bình thường.
正好,zhèng hǎo,vừa hay,你来得正好。,Nǐ lái de zhènghǎo.,Bạn đến vừa đúng lúc.
正确,zhèng què,chính xác,你的答案是正确的。,Nǐ de dá'àn shì zhèngquè de.,Câu trả lời của bạn là chính xác.
正式,zhèng shì,chính thức,这是一场正式的会议。,Zhè shì yī chǎng zhèngshì de huìyì.,Đây là một cuộc họp chính thức.
证明,zhèng míng,chứng minh,请你证明一下身份。,Qǐng nǐ zhèngmíng yīxià shēnfèn.,Vui lòng xác minh danh tính của bạn.
之,zhī,của,这本书之内容很丰富。,Zhè běn shū zhī nèiróng hěn fēngfù.,Nội dung của cuốn sách này rất phong phú.
支持,zhī chí,ủng hộ,我们支持你的决定。,Wǒmen zhīchí nǐ de juédìng.,Chúng tôi ủng hộ quyết định của bạn.
知识,zhī shí,"tri thức, kiến thức",知识是无价之宝。,Zhīshì shì wújià zhī bǎo.,Kiến thức là vô giá.
直接,zhí jiē,trực tiếp,请直接告诉我结果。,Qǐng zhíjiē gàosù wǒ jiéguǒ.,Vui lòng nói trực tiếp với tôi kết quả.
值得,zhí dé,đáng,这部电影很值得看。,Zhè bù diànyǐng hěn zhídé kàn.,Bộ phim này rất đáng xem.
职业,zhí yè,nghề nghiệp,他的职业是医生。,Tā de zhíyè shì yīshēng.,Nghề nghiệp của anh ấy là bác sĩ.
植物,zhí wù,thực vật,我喜欢养植物。,Wǒ xǐhuān yǎng zhíwù.,Tôi thích trồng cây.
只好,zhǐ hǎo,đành,下雨了，我们只好回家。,"Xiàyǔ le, wǒmen zhǐhǎo huí jiā.","Trời mưa rồi, chúng ta đành phải về nhà."
只要,zhǐ yào,chỉ cần,只要努力，就会成功。,"Zhǐyào nǔlì, jiù huì chénggōng.","Chỉ cần cố gắng, sẽ thành công."
指,zhǐ,chỉ,他指了指那棵树。,Tā zhǐle zhǐ nà kē shù.,Anh ấy chỉ vào cái cây kia.
至少,zhì shǎo,chí ít,我至少要休息一天。,Wǒ zhìshǎo yào xiūxí yī tiān.,Tôi ít nhất cần nghỉ ngơi một ngày.
质量,zhì liàng,chất lượng,这家店的产品质量很好。,Zhè jiā diàn de chǎnpǐn zhìliàng hěn hǎo.,Sản phẩm của cửa hàng này có chất lượng rất tốt.
重,zhòng,nặng,这箱子很重。,Zhè xiāngzi hěn zhòng.,Cái vali này rất nặng.
重点,zhòng diǎn,trọng điểm,这个问题是重点。,Zhège wèntí shì zhòngdiǎn.,Vấn đề này là trọng điểm.
重视,zhòng shì,coi trọng,他很重视健康。,Tā hěn zhòngshì jiànkāng.,Anh ấy rất coi trọng sức khỏe.
周围,zhōu wéi,xung quanh,我住在学校的周围。,Wǒ zhù zài xuéxiào de zhōuwéi.,Tôi sống xung quanh trường học.
主意,zhǔ yì,chủ ý,这是一个好主意。,Zhè shì yīgè hǎo zhǔyì.,Đây là một ý tưởng hay.
祝贺,zhù hè,chúc mừng,祝贺你通过考试。,Zhùhè nǐ tōngguò kǎoshì.,Chúc mừng bạn đã vượt qua kỳ thi.
著名,zhù míng,nổi tiếng,他是一位著名的作家。,Tā shì yī wèi zhùmíng de zuòjiā.,Anh ấy là một nhà văn nổi tiếng.
专门,zhuān mén,chuyên môn,他专门研究历史。,Tā zhuānmén yánjiū lìshǐ.,Anh ấy chuyên nghiên cứu lịch sử.
专业,zhuān yè,chuyên ngành,他的专业是数学。,Tā de zhuānyè shì shùxué.,Chuyên ngành của anh ấy là toán học.
转,zhuǎn,chuyển,请把椅子转过来。,Qǐng bǎ yǐzi zhuǎn guòlái.,Vui lòng xoay ghế lại.
赚,zhuàn,kiếm,他在公司赚了很多钱。,Tā zài gōngsī zhuàn le hěn duō qián.,Anh ấy kiếm được rất nhiều tiền ở công ty.
准确,zhǔn què,chính xác,他的答案非常准确。,Tā de dá'àn fēicháng zhǔnquè.,Câu trả lời của anh ấy rất chính xác.
准时,zhǔn shí,đúng giờ,请准时到达。,Qǐng zhǔnshí dàodá.,Vui lòng đến đúng giờ.
仔细,zǐ xì,cẩn thận,他做事很仔细。,Tā zuòshì hěn zǐxì.,Anh ấy làm việc rất cẩn thận.
自然,zì rán,tự nhiên,自然景色很美。,Zìrán jǐngsè hěn měi.,Cảnh thiên nhiên rất đẹp.
自信,zì xìn,tự tin,我对自己很有自信。,Wǒ duì zìjǐ hěn yǒu zìxìn.,Tôi rất tự tin vào bản thân.
总结,zǒng jié,tổng kết,他总结了会议的要点。,Tā zǒngjié le huìyì de yàodiǎn.,Anh ấy đã tổng kết các điểm chính của cuộc họp.
租,zū,thuê,我租了一辆车。,Wǒ zū le yī liàng chē.,Tôi đã thuê một chiếc xe.
最好,zuì hǎo,tốt nhất,这是最好的选择。,Zhè shì zuì hǎo de xuǎnzé.,Đây là lựa chọn tốt nhất.
尊重,zūn zhòng,tôn trọng,我们应该尊重他人的意见。,Wǒmen yīnggāi zūnzhòng tārén de yìjiàn.,Chúng ta nên tôn trọng ý kiến của người khác.
左右,zuǒ yòu,khoảng,他站在我左右。,Tā zhàn zài wǒ zuǒyòu.,Anh ấy đứng bên cạnh tôi.
作家,zuò jiā,tác gia,他是一位著名的作家。,Tā shì yī wèi zhùmíng de zuòjiā.,Anh ấy là một nhà văn nổi tiếng.
作用,zuò yòng,tác dụng,这个药对治疗感冒很有作用。,Zhège yào duì zhìliáo gǎnmào hěn yǒu zuòyòng.,Thuốc này rất hiệu quả trong việc điều trị cảm lạnh.
作者,zuò zhě,tác giả,这本书的作者是谁？,Zhè běn shū de zuòzhě shì shéi?,Tác giả của cuốn sách này là ai?
座,zuò,tòa,这座城市很大。,Zhè zuò chéngshì hěn dà.,Thành phố này rất lớn.
座位,zuò wèi,chỗ ngồi,请找你的座位。,Qǐng zhǎo nǐ de zuòwèi.,Vui lòng tìm chỗ ngồi của bạn.
